10000; 0.22
12000; 0.274
14000; 0.289
16000; 0.335
18000; 0.404
20000; 0.412
22000; 0.465
24000; 2.541
26000; 0.503
28000; 0.58
30000; 4.584
32000; 0.632
34000; 0.658
36000; 0.698
38000; 0.751
40000; 0.781
42000; 0.794
44000; 0.847
46000; 2.799
48000; 6.03
50000; 0.937
52000; 0.997
54000; 8.864
56000; 1.029
58000; 1.177
60000; 9.016
62000; 1.145
64000; 1.196
66000; 1.204
68000; 6.317
70000; 1.265
72000; 1.729
74000; 1.322
76000; 1.364
78000; 1.378
80000; 1.397
82000; 1.45
84000; 1.471
86000; 1.625
88000; 1.539
90000; 1.563
92000; 1.598
94000; 1.654
96000; 22.674
98000; 1.686
100000; 1.739
102000; 1.763
104000; 1.801
106000; 1.84
108000; 1.84
110000; 1.891
112000; 13.174
114000; 1.986
116000; 2.022
118000; 2.044
120000; 2.067
122000; 2.082
124000; 2.138
126000; 2.187
128000; 2.178
130000; 2.238
132000; 2.28
134000; 2.318
136000; 2.339
138000; 6.844
140000; 3.388
142000; 2.415
144000; 2.488
146000; 2.492
148000; 2.524
150000; 2.571
152000; 2.569
154000; 2.604
156000; 2.742
158000; 2.68
160000; 2.709
162000; 2.734
164000; 2.777
166000; 19.223
168000; 2.882
170000; 2.874
172000; 2.906
174000; 2.939
176000; 2.975
178000; 3.645
180000; 3.15
182000; 3.176
184000; 3.098
186000; 3.162
188000; 3.189
190000; 3.216
192000; 3.236
194000; 4.053
196000; 3.419
198000; 3.498
200000; 3.5
202000; 3.406
204000; 3.453
206000; 3.456
208000; 3.541
210000; 3.575
212000; 3.587
214000; 3.665
216000; 3.747
218000; 3.812
220000; 3.791
222000; 5.101
224000; 5.039
226000; 3.834
228000; 3.811
230000; 3.883
232000; 3.923
234000; 4.177
236000; 3.95
238000; 4.018
240000; 4.031
242000; 4.068
244000; 4.187
246000; 4.139
248000; 4.149
250000; 4.162
252000; 20.416
254000; 4.461
256000; 4.287
258000; 4.439
260000; 4.365
262000; 4.41
264000; 4.773
266000; 4.493
268000; 4.512
270000; 4.89
272000; 4.573
274000; 5.234
276000; 4.77
278000; 4.765
280000; 5.584
282000; 4.774
284000; 4.899
286000; 5.521
288000; 4.829
290000; 4.857
292000; 4.914
294000; 4.916
296000; 5.043
298000; 5.019
300000; 5.052
302000; 5.163
304000; 5.565
306000; 9.994
308000; 9.474
310000; 5.344
312000; 5.343
314000; 5.49
316000; 5.321
318000; 5.43
320000; 5.365
322000; 5.397
324000; 5.754
326000; 5.458
328000; 5.496
330000; 5.647
332000; 5.558
334000; 6.546
336000; 5.729
338000; 5.651
340000; 5.689
342000; 5.718
344000; 5.771
346000; 14.846
348000; 12.468
350000; 19.777
352000; 14.248
354000; 19.283
356000; 14.511
358000; 5.998
360000; 6.014
362000; 6.072
364000; 22.253
366000; 35.027
368000; 6.164
370000; 30.394
372000; 6.1
374000; 7.088
376000; 13.343
378000; 6.695
380000; 6.59
382000; 6.567
384000; 6.629
386000; 6.317
388000; 6.489
390000; 6.538
392000; 6.558
394000; 6.593
396000; 7.608
398000; 6.777
400000; 6.854
402000; 6.867
404000; 6.984
406000; 6.882
408000; 7.01
410000; 6.853
412000; 6.959
414000; 6.952
416000; 10.666
418000; 7.627
420000; 7.171
422000; 7.248
424000; 17.255
426000; 15.104
428000; 15.168
430000; 15.107
432000; 7.362
434000; 17.106
436000; 22.595
438000; 28.617
440000; 12.549
442000; 7.963
444000; 19.391
446000; 7.451
448000; 37.522
450000; 8.212
452000; 7.534
454000; 7.569
456000; 7.749
458000; 7.613
460000; 7.629
462000; 7.871
464000; 14.232
466000; 7.948
468000; 8.527
470000; 7.832
472000; 8.737
474000; 10.965
476000; 8.123
478000; 8.519
480000; 8.013
482000; 8.469
484000; 8.055
486000; 8.326
488000; 8.132
490000; 9.502
492000; 8.2
494000; 8.342
496000; 8.259
498000; 24.579
500000; 8.336
502000; 8.615
504000; 9.298
506000; 8.787
508000; 9.05
510000; 9.504
512000; 8.686
514000; 8.843
516000; 9.01
518000; 8.685
520000; 8.886
522000; 8.805
524000; 8.752
526000; 9.304
528000; 8.832
530000; 11.696
532000; 9.026
534000; 9.007
536000; 8.91
538000; 9.005
540000; 9.156
542000; 9.039
544000; 9.095
546000; 9.182
548000; 9.198
550000; 9.2
552000; 9.654
554000; 9.454
556000; 9.585
558000; 17.939
