10000; 0.208
12000; 0.151
14000; 0.174
16000; 0.203
18000; 0.209
20000; 0.202
22000; 0.478
24000; 0.261
26000; 0.267
28000; 0.262
30000; 0.287
32000; 0.495
34000; 0.303
36000; 0.359
38000; 0.387
40000; 0.409
42000; 0.339
44000; 0.001
46000; 0.001
48000; 0
50000; 0.002
52000; 0
54000; 0.001
56000; 0.002
58000; 0.001
60000; 0.002
62000; 0.001
64000; 0.002
66000; 0.001
68000; 0.001
70000; 0.001
72000; 0.001
74000; 0.002
76000; 0.001
78000; 0.001
80000; 0.002
82000; 0.002
84000; 0.001
86000; 0.001
88000; 0.002
90000; 0.002
92000; 0.001
94000; 0.001
96000; 0.002
98000; 0.001
100000; 0.001
102000; 0.002
104000; 0.001
106000; 0.002
108000; 0.002
110000; 0.002
112000; 0.001
114000; 0.002
116000; 0.002
118000; 0.001
120000; 0.001
122000; 0.003
124000; 0.003
126000; 0.001
128000; 0.002
130000; 0.002
132000; 0.002
134000; 0.002
136000; 0.002
138000; 0.002
140000; 0.002
142000; 0.003
144000; 0.002
146000; 0.003
148000; 0.002
150000; 0.003
152000; 0.002
154000; 0.002
156000; 0.003
158000; 0.002
160000; 0.003
162000; 0.003
164000; 0.003
166000; 0.003
168000; 0.003
170000; 0.002
172000; 0.003
174000; 0.003
176000; 0.003
178000; 0.003
180000; 0.003
182000; 0.002
184000; 0.003
186000; 0.003
188000; 0.003
190000; 0.003
192000; 0.002
194000; 0.002
196000; 0.004
198000; 0.002
200000; 0.004
202000; 0.002
204000; 0.003
206000; 0.003
208000; 0.003
210000; 0.002
212000; 0.002
214000; 0.003
216000; 0.002
218000; 0.003
220000; 0.003
222000; 0.006
224000; 0.003
226000; 0.003
228000; 0.003
230000; 0.002
232000; 0.002
234000; 0.002
236000; 0.003
238000; 0.002
240000; 0.002
242000; 0.002
244000; 0.003
246000; 0.003
248000; 0.002
250000; 0.003
252000; 0.003
254000; 0.003
256000; 0.003
258000; 0.003
260000; 0.003
262000; 0.003
264000; 0.003
266000; 0.003
268000; 0.003
270000; 0.003
272000; 0.003
274000; 0.003
276000; 0.003
278000; 0.004
280000; 0.003
282000; 0.003
284000; 0.003
286000; 0.004
288000; 0.003
290000; 0.003
292000; 0.003
294000; 0.003
296000; 0.003
298000; 0.003
300000; 0.003
302000; 0.003
304000; 0.003
306000; 0.004
308000; 0.003
310000; 0.003
312000; 0.005
314000; 0.005
316000; 0.003
318000; 0.003
320000; 0.003
322000; 0.004
324000; 0.004
326000; 0.003
328000; 0.003
330000; 0.003
332000; 0.003
334000; 0.003
336000; 0.003
338000; 0.003
340000; 0.004
342000; 0.004
344000; 0.003
346000; 0.004
348000; 0.004
350000; 0.004
352000; 0.004
354000; 0.004
356000; 0.003
358000; 0.004
360000; 0.004
362000; 0.003
364000; 0.004
366000; 0.003
368000; 0.004
370000; 0.004
372000; 0.004
374000; 0.004
376000; 0.004
378000; 0.004
380000; 0.004
382000; 0.004
384000; 0.004
386000; 0.004
388000; 0.004
390000; 0.004
392000; 0.004
394000; 0.004
396000; 0.004
398000; 0.004
400000; 0.004
402000; 0.004
404000; 0.004
406000; 0.004
408000; 0.004
410000; 0.004
412000; 0.005
414000; 0.004
416000; 0.004
418000; 0.004
420000; 0.004
422000; 0.006
424000; 0.005
426000; 0.004
428000; 0.005
430000; 0.004
432000; 0.005
434000; 0.005
436000; 0.004
438000; 0.004
440000; 0.005
442000; 0.004
444000; 0.005
446000; 0.004
448000; 0.005
450000; 0.005
452000; 0.005
454000; 0.004
456000; 0.004
458000; 0.005
460000; 0.005
462000; 0.005
464000; 0.005
466000; 0.005
468000; 0.005
470000; 0.005
472000; 0.004
474000; 0.005
476000; 0.005
478000; 0.005
480000; 0.005
482000; 0.006
484000; 0.006
486000; 0.005
488000; 0.005
490000; 0.005
492000; 0.005
494000; 0.005
496000; 0.004
498000; 0.005
500000; 0.005
502000; 0.005
504000; 0.005
506000; 0.005
508000; 0.004
510000; 0.005
512000; 0.005
514000; 0.005
516000; 0.006
518000; 0.006
520000; 0.005
522000; 0.005
524000; 0.005
526000; 0.005
528000; 0.006
530000; 0.005
532000; 0.006
534000; 0.006
536000; 0.005
